date,language,rating
2007-06-02,C#,3.48
2007-06-02,Java,20.03
2007-07-02,C,16.36
2007-07-02,C#,3.71
2007-07-02,Java,21.01
2007-08-05,C,15.7
2007-08-05,C#,3.99
2007-08-05,Java,21.77
2007-09-02,C,14.91
2007-09-02,C#,3.58
2007-09-02,Java,21.7
2007-10-04,C,14.59
2007-10-04,C#,3.74
2007-10-04,Java,21.62
2007-11-04,C,13.97
2007-11-04,C#,3.92
2007-11-04,Java,20.54
2007-12-03,C,13.17
2007-12-03,C#,3.99
2007-12-03,Java,20.05
2008-01-03,C,13.92
2008-01-03,C#,4.86
2008-01-03,Java,20.85
2008-02-07,C,14.86
2008-02-07,C#,4.51
2008-02-07,Java,21.48
2008-06-01,C,15.51
2008-06-01,C#,4.06
2008-06-01,Java,20.89
2008-07-02,C,15.95
2008-07-02,C#,4
2008-07-02,Java,21.34
2008-08-03,C,16.18
2008-08-03,C#,3.7
2008-08-03,Java,21.57
2008-09-03,C,15.38
2008-09-03,C#,4.33
2008-09-03,Java,20.71
2008-10-06,C,15.57
2008-10-06,C#,3.77
2008-10-06,Java,20.95
2008-11-02,C,15.28
2008-11-02,C#,4.03
2008-11-02,Java,20.3
2008-12-03,C,15.02
2008-12-03,C#,4.58
2008-12-03,Java,17.92
2009-01-02,C,15.93
2009-01-02,C#,5.61
2009-01-02,Java,19.02
2009-02-01,C,15.84
2009-02-01,C#,5.06
2009-02-01,Java,19.4
2009-03-05,C,15.86
2009-03-05,C#,4.32
2009-03-05,Java,19.8
2009-04-07,C,15.47
2009-04-07,C#,4.06
2009-04-07,Java,19.34
2009-05-01,C,16.13
2009-05-01,C#,4.27
2009-05-01,Java,19.54
2009-06-04,C,16.78
2009-06-04,C#,4.54
2009-06-04,Java,20.15
2009-07-02,C,17.32
2009-07-02,C#,4.54
2009-07-02,Java,20.45
2009-08-01,C,17.22
2009-08-01,C#,4.44
2009-08-01,Java,19.53
2009-09-05,C,16.86
2009-09-05,C#,4.19
2009-09-05,Java,19.38
2009-10-02,C,16.84
2009-10-02,C#,4.42
2009-10-02,Java,18.65
2009-11-02,C,17.32
2009-11-02,C#,5.35
2009-11-02,Java,18.37
2009-12-02,C,16.28
2009-12-02,C#,6.26
2009-12-02,Java,17.06
2010-01-05,C,16.22
2010-01-05,C#,5.77
2010-01-05,Java,17.48
2010-02-07,C,16.6
2010-02-07,C#,5.01
2010-02-07,Java,17.35
2010-03-07,C,17.28
2010-03-07,C#,4.26
2010-03-07,Java,17.51
2010-04-05,C,18.06
2010-04-05,C#,4.43
2010-04-05,Java,18.05
2010-05-15,C,18.19
2010-05-15,C#,4.78
2010-05-15,Java,17.96
2010-07-06,C,18.48
2010-07-06,C#,5.73
2010-07-06,Java,18.67
2010-07-30,C,17.87
2010-07-30,C#,4.99
2010-07-30,Java,17.99
2010-09-11,C,17.15
2010-09-11,C#,5.02
2010-09-11,Java,17.92
2010-10-02,C,17.18
2010-10-02,C#,4.96
2010-10-02,Java,18.17
2010-11-03,C,16.72
2010-11-03,C#,5.71
2010-11-03,Java,18.51
2010-12-07,C,16.08
2010-12-07,C#,6.69
2010-12-07,Java,18
2011-01-02,C,15.82
2011-01-02,C#,6.23
2011-01-02,Java,17.77
2011-02-08,C,14.99
2011-02-08,C#,6.81
2011-02-08,Java,18.48
2011-03-08,C,15.26
2011-03-08,C#,7.21
2011-03-08,Java,19.71
2011-04-03,C,16.16
2011-04-03,C#,7.19
2011-04-03,Java,19.04
2011-05-02,C,16.17
2011-05-02,C#,7.54
2011-05-02,Java,18.16
2011-05-02,Rust,0.01
2011-06-05,C,16.28
2011-06-05,C#,6.84
2011-06-05,Java,18.58
2011-06-05,Rust,0.01
2011-06-27,C,16.28
2011-06-27,C#,6.84
2011-06-27,Java,18.58
2011-06-27,Rust,0.01
2011-07-08,C,17.28
2011-07-08,C#,6.22
2011-07-08,Java,19.25
2011-07-08,Rust,0.01
2011-08-03,C,17.39
2011-08-03,C#,6.04
2011-08-03,Java,19.41
2011-08-03,Rust,0.01
2011-09-10,C,18
2011-09-10,C#,6.82
2011-09-10,Java,18.76
2011-09-10,Rust,0.01
2011-10-09,C,17.71
2011-10-09,C#,6.72
2011-10-09,Java,17.91
2011-10-09,Rust,0.01
2011-11-07,C,17.32
2011-11-07,C#,7.32
2011-11-07,Java,17.87
2011-11-07,Rust,0.01
2011-12-04,C,17.06
2011-12-04,C#,8.21
2011-12-04,Java,17.56
2011-12-04,Rust,0.01
2012-01-08,C,16.97
2012-01-08,C#,8.76
2012-01-08,Java,17.47
2012-01-08,Rust,0.01
2012-02-05,C,16.52
2012-02-05,C#,8.65
2012-02-05,Java,17.05
2012-02-05,Rust,0.02
2012-03-11,C,17.09
2012-03-11,C#,8.24
2012-03-11,Java,17.11
2012-03-11,Rust,0
2012-04-08,C,17.55
2012-04-08,C#,7.35
2012-04-08,Java,17.03
2012-04-08,Rust,0
2012-05-09,C,17.35
2012-05-09,C#,6.82
2012-05-09,Java,16.6
2012-05-09,Rust,0.01
2012-06-10,C,17.72
2012-06-10,C#,7.03
2012-06-10,Java,16.26
2012-06-10,Rust,0.01
2012-07-04,C,18.33
2012-07-04,C#,6.67
2012-07-04,Java,16.09
2012-07-04,Rust,0
2012-08-10,C,18.94
2012-08-10,C#,6.59
2012-08-10,Java,16.35
2012-08-10,Rust,0
2012-09-02,C,19.3
2012-09-02,C#,6.6
2012-09-02,Java,16.27
2012-09-02,Rust,0
2012-10-05,C,19.82
2012-10-05,C#,6.53
2012-10-05,Java,17.19
2012-10-05,Rust,0
2012-11-04,C,19.22
2012-11-04,C#,5.59
2012-11-04,Java,17.46
2012-11-04,Rust,0
2012-12-02,C,18.7
2012-12-02,C#,5.55
2012-12-02,Java,17.57
2012-12-02,Rust,0
2013-01-05,C,17.85
2013-01-05,C#,6.2
2013-01-05,Java,17.42
2013-01-05,Rust,0.01
2013-02-08,C,17.08
2013-02-08,C#,6.68
2013-02-08,Java,18.39
2013-02-08,Rust,0
2013-03-11,C,17.14
2013-03-11,C#,6.6
2013-03-11,Java,18.16
2013-03-11,Rust,0
2013-04-07,C,17.86
2013-04-07,C#,6.15
2013-04-07,Java,17.68
2013-04-07,Rust,0.01
2013-05-08,C,18.73
2013-05-08,C#,6.12
2013-05-08,Java,16.91
2013-05-08,Rust,0.02
2013-06-09,C,17.81
2013-06-09,C#,5.78
2013-06-09,Java,16.66
2013-06-09,Rust,0.02
2013-07-07,C,17.63
2013-07-07,C#,6.21
2013-07-07,Java,15.91
2013-07-07,Rust,0.05
2013-07-12,C,17.63
2013-07-12,C#,6.21
2013-07-12,Java,15.91
2013-07-12,Rust,0.05
2013-08-04,C,15.97
2013-08-04,C#,6.12
2013-08-04,Java,15.98
2013-08-04,Rust,0.04
2013-09-11,C,16.98
2013-09-11,C#,5.56
2013-09-11,Java,16.15
2013-09-11,Rust,0.03
2013-10-10,C,17.25
2013-10-10,C#,5.72
2013-10-10,Java,16.11
2013-10-10,Rust,0.03
2013-11-09,C,18.16
2013-11-09,C#,6.02
2013-11-09,Java,16.52
2013-11-09,Rust,0.03
2013-12-06,C,17.89
2013-12-06,C#,5.62
2013-12-06,Java,17.31
2013-12-06,Rust,0.01
2014-01-01,C,17.94
2014-01-01,C#,5.85
2014-01-01,Java,16.52
2014-01-01,Rust,0.02
2014-02-08,C,18.33
2014-02-08,C#,6.45
2014-02-08,Java,17.32
2014-02-08,Rust,0.03
2014-03-03,C,17.53
2014-03-03,C#,5.57
2014-03-03,Java,16.41
2014-03-03,Rust,0.02
2014-04-10,C,17.63
2014-04-10,C#,4.82
2014-04-10,Java,17.35
2014-04-10,Rust,0.04
2014-05-07,C,16.93
2014-05-07,C#,3.75
2014-05-07,Java,16.91
2014-05-07,Rust,0.03
2014-06-08,C,16.19
2014-06-08,C#,3.94
2014-06-08,Java,16.11
2014-06-08,Rust,0.06
2014-07-06,C,17.14
2014-07-06,C#,4.05
2014-07-06,Java,15.69
2014-07-06,Rust,0.05
2014-08-11,C,16.4
2014-08-11,C#,3.41
2014-08-11,Java,14.98
2014-08-11,Rust,0.05
2014-09-01,C,16.72
2014-09-01,C#,4.35
2014-09-01,Java,14.14
2014-09-01,Rust,0.05
2014-10-03,C,17.66
2014-10-03,C#,4.75
2014-10-03,Java,13.51
2014-10-03,Rust,0.05
2014-11-08,C,17.47
2014-11-08,C#,4.98
2014-11-08,Java,14.39
2014-11-08,Rust,0.06
2014-12-07,C,17.59
2014-12-07,C#,4.33
2014-12-07,Java,14.96
2014-12-07,Rust,0.11
2015-01-06,C,16.7
2015-01-06,C#,5.05
2015-01-06,Java,15.53
2015-01-06,Rust,0.04
2015-02-05,C,16.49
2015-02-05,C#,5.74
2015-02-05,Java,15.34
2015-02-05,Rust,0.05
2015-03-07,C,16.64
2015-03-07,C#,4.92
2015-03-07,Java,15.58
2015-03-07,Rust,0.05
2015-04-13,C,15.75
2015-04-13,C#,4.95
2015-04-13,Java,16.04
2015-04-13,Rust,0.07
2015-05-13,C,16.85
2015-05-13,C#,5.26
2015-05-13,Java,16.87
2015-05-13,Rust,0.09
2015-06-06,C,16.79
2015-06-06,C#,5.06
2015-06-06,Java,17.82
2015-06-06,Rust,0.14
2015-07-12,C,16.15
2015-07-12,C#,5.65
2015-07-12,Java,17.73
2015-07-12,Rust,0.12
2015-08-06,C,14.73
2015-08-06,C#,4.84
2015-08-06,Java,19.27
2015-08-06,Rust,0.14
2015-09-05,C,15.62
2015-09-05,C#,4.91
2015-09-05,Java,19.56
2015-09-05,Rust,0.2
2015-10-04,C,16.19
2015-10-04,C#,4.82
2015-10-04,Java,19.54
2015-10-04,Rust,0.2
2015-11-07,C,17.15
2015-11-07,C#,4.32
2015-11-07,Java,20.4
2015-11-07,Rust,0.19
2015-12-04,C,16.46
2015-12-04,C#,4.11
2015-12-04,Java,20.97
2015-12-04,Rust,0.22
2016-01-02,C,16.04
2016-01-02,C#,4.71
2016-01-02,Java,21.47
2016-01-02,Rust,0.19
2016-02-02,C,15.59
2016-02-02,C#,4.4
2016-02-02,Java,21.14
2016-02-02,Rust,0.2
2016-03-03,C,14.6
2016-03-03,C#,4.27
2016-03-03,Java,20.53
2016-03-03,Rust,0.21
2016-04-07,C,13.91
2016-04-07,C#,3.8
2016-04-07,Java,20.85
2016-04-07,Rust,0.19
2016-05-06,C,13.22
2016-05-06,C#,4.48
2016-05-06,Java,20.96
2016-05-06,Rust,0.23
2016-06-05,C,12.38
2016-06-05,C#,3.79
2016-06-05,Java,20.79
2016-06-05,Rust,0.26
2016-07-04,C,12.24
2016-07-04,C#,3.92
2016-07-04,Java,19.8
2016-07-04,Rust,0.24
2016-08-06,C,11.3
2016-08-06,C#,4.91
2016-08-06,Java,19.01
2016-08-06,Rust,0.25
2016-09-08,C,10.95
2016-09-08,C#,5.49
2016-09-08,Java,18.24
2016-09-08,Rust,0.26
2016-10-07,C,9.84
2016-10-07,C#,4.37
2016-10-07,Java,18.8
2016-10-07,Rust,0.3
2016-11-05,C,9.2
2016-11-05,C#,3.66
2016-11-05,Java,18.75
2016-11-05,Rust,0.29
2016-12-04,C,8.73
2016-12-04,C#,3.17
2016-12-04,Java,17.86
2016-12-04,Rust,0.32
2017-01-07,C,9.35
2017-01-07,C#,4.04
2017-01-07,Java,17.28
2017-01-07,Rust,0.31
2017-02-08,C,8.44
2017-02-08,C#,4.9
2017-02-08,Java,16.68
2017-02-08,Rust,0.36
2017-03-07,C,7.74
2017-03-07,C#,4.41
2017-03-07,Java,16.38
2017-03-07,Rust,0.38
2017-04-09,C,6.97
2017-04-09,C#,3.58
2017-04-09,Java,15.57
2017-04-09,Rust,0.37
2017-05-06,C,7
2017-05-06,C#,3.46
2017-05-06,Java,14.64
2017-05-06,Rust,0.41
2017-06-03,C,6.85
2017-06-03,C#,3.53
2017-06-03,Java,14.49
2017-06-03,Rust,0.48
2017-07-07,C,7.32
2017-07-07,C#,3.52
2017-07-07,Java,13.77
2017-07-07,Rust,0.46
2017-08-02,C,6.48
2017-08-02,C#,4.2
2017-08-02,Java,12.96
2017-08-02,Rust,0.36
2017-09-06,C,7.38
2017-09-06,C#,4.78
2017-09-06,Java,12.69
2017-09-06,Rust,0.42
2017-10-05,C,8.37
2017-10-05,C#,3.86
2017-10-05,Java,12.43
2017-10-05,Rust,0.41
2017-11-12,C,9.29
2017-11-12,C#,3.01
2017-11-12,Java,13.23
2017-11-12,Rust,0.7
2017-12-09,C,10.16
2017-12-09,C#,2.82
2017-12-09,Java,13.27
2017-12-09,Rust,0.53
2018-01-03,C,11.04
2018-01-03,C#,3.75
2018-01-03,Java,14.22
2018-01-03,Rust,0.23
2018-02-08,C,11.86
2018-02-08,C#,4.45
2018-02-08,Java,14.99
2018-02-08,Rust,0.2
2018-03-07,C,12.76
2018-03-07,C#,5.07
2018-03-07,Java,14.94
2018-03-07,Rust,0.12
2018-04-01,C,13.59
2018-04-01,C#,5.27
2018-04-01,Java,15.78
2018-04-01,Rust,0.13
2018-05-06,C,14
2018-05-06,C#,4.4
2018-05-06,Java,16.38
2018-05-06,Rust,0.21
2018-06-10,C,14.94
2018-06-10,C#,4.31
2018-06-10,Java,15.37
2018-06-10,Rust,0.26
2018-07-07,C,14.66
2018-07-07,C#,3.79
2018-07-07,Java,16.14
2018-07-07,Rust,0.27
2018-08-01,C,14.97
2018-08-01,C#,3.54
2018-08-01,Java,16.88
2018-08-01,Rust,0.27
2018-09-03,C,15.45
2018-09-03,C#,3.3
2018-09-03,Java,17.44
2018-09-03,Rust,0.4
2018-10-05,C,15.38
2018-10-05,C#,3.49
2018-10-05,Java,17.8
2018-10-05,Rust,0.28
2018-11-08,C,14.4
2018-11-08,C#,3.95
2018-11-08,Java,16.75
2018-11-08,Rust,0.25
2018-12-02,C,14.28
2018-12-02,C#,3.45
2018-12-02,Java,15.93
2018-12-02,Rust,0.3
2019-01-04,C,13.34
2019-01-04,C#,3.28
2019-01-04,Java,16.9
2019-01-04,Rust,0.36
2019-02-06,C,12.42
2019-02-06,C#,2.85
2019-02-06,Java,15.88
2019-02-06,Rust,0.23
2019-03-02,C,13.31
2019-03-02,C#,3.27
2019-03-02,Java,14.88
2019-03-02,Rust,0.31
2019-04-07,C,14.08
2019-04-07,C#,3.52
2019-04-07,Java,15.04
2019-04-07,Rust,0.34
2019-05-04,C,14.24
2019-05-04,C#,3.98
2019-05-04,Java,16
2019-05-04,Rust,0.34
2019-06-09,C,13.3
2019-06-09,C#,4.48
2019-06-09,Java,15
2019-06-09,Rust,0.26
2019-07-06,C,14.21
2019-07-06,C#,4.36
2019-07-06,Java,15.06
2019-07-06,Rust,0.34
2019-08-05,C,15.15
2019-08-05,C#,3.84
2019-08-05,Java,16.03
2019-08-05,Rust,0.45
2019-09-09,C,15.21
2019-09-09,C#,3.4
2019-09-09,Java,16.66
2019-09-09,Rust,0.36
2019-10-05,C,16.18
2019-10-05,C#,3.86
2019-10-05,Java,16.88
2019-10-05,Rust,0.36
2019-11-03,C,16.04
2019-11-03,C#,4.32
2019-11-03,Java,16.25
2019-11-03,Rust,0.51
2019-12-06,C,16.09
2019-12-06,C#,4.8
2019-12-06,Java,17.25
2019-12-06,Rust,0.37
2020-01-05,C,15.77
2020-01-05,C#,5.35
2020-01-05,Java,16.9
2020-01-05,Rust,0.39
2020-02-04,C,16.77
2020-02-04,C#,5.93
2020-02-04,Java,17.36
2020-02-04,Rust,0.35
2020-03-04,C,16.33
2020-03-04,C#,5.32
2020-03-04,Java,17.78
2020-03-04,Rust,0.37
2020-04-02,C,16.72
2020-04-02,C#,4.74
2020-04-02,Java,16.73
2020-04-02,Rust,0.52
2020-05-02,C,17.07
2020-05-02,C#,4.29
2020-05-02,Java,16.28
2020-05-02,Rust,0.7
2020-06-01,C,17.19
2020-06-01,C#,4.73
2020-06-01,Java,16.1
2020-06-01,Rust,0.64
2020-07-04,C,16.45
2020-07-04,C#,5.25
2020-07-04,Java,15.1
2020-07-04,Rust,0.7
2020-08-02,C,16.98
2020-08-02,C#,4.68
2020-08-02,Java,14.43
2020-08-02,Rust,0.74
2020-09-06,C,15.95
2020-09-06,C#,4.58
2020-09-06,Java,13.48
2020-09-06,Rust,0.92
2020-10-04,C,16.95
2020-10-04,C#,4.16
2020-10-04,Java,12.56
2020-10-04,Rust,0.68
2020-11-03,C,16.21
2020-11-03,C#,4.67
2020-11-03,Java,11.68
2020-11-03,Rust,0.58
2020-12-03,C,16.48
2020-12-03,C#,4.2
2020-12-03,Java,12.53
2020-12-03,Rust,0.78
2021-01-02,C,17.38
2021-01-02,C#,3.95
2021-01-02,Java,11.96
2021-01-02,Rust,0.61
2021-02-06,C,16.34
2021-02-06,C#,4.44
2021-02-06,Java,11.29
2021-02-06,Rust,0.49
2021-03-04,C,15.33
2021-03-04,C#,4.97
2021-03-04,Java,10.45
2021-03-04,Rust,0.55
2021-04-04,C,14.32
2021-04-04,C#,4.91
2021-04-04,Java,11.23
2021-04-04,Rust,0.49
2021-05-02,C,13.38
2021-05-02,C#,4.41
2021-05-02,Java,11.74
2021-05-02,Rust,0.66
2021-06-05,C,12.54
2021-06-05,C#,4.33
2021-06-05,Java,11.54
2021-06-05,Rust,0.47
2021-07-04,C,11.63
2021-07-04,C#,4.84
2021-07-04,Java,11.2
2021-07-04,Rust,0.49
2021-08-03,C,12.57
2021-08-03,C#,5.14
2021-08-03,Java,10.43
2021-08-03,Rust,0.56
2021-09-11,C,11.83
2021-09-11,C#,5.78
2021-09-11,Java,11.12
2021-09-11,Rust,0.57
2021-10-06,C,11.16
2021-10-06,C#,5.26
2021-10-06,Java,10.46
2021-10-06,Rust,0.53
2021-11-06,C,10.72
2021-11-06,C#,6.06
2021-11-06,Java,10.72
2021-11-06,Rust,0.54
2021-12-05,C,11.8
2021-12-05,C#,6.4
2021-12-05,Java,10.12
2021-12-05,Rust,0.45
2022-01-01,C,12.44
2022-01-01,C#,5.68
2022-01-01,Java,10.66
2022-01-01,Rust,0.5
2022-02-02,C,14.08
2022-02-02,C#,5.37
2022-02-02,Java,12.13
2022-02-02,Rust,0.54
2022-03-02,C,13.06
2022-03-02,C#,5.92
2022-03-02,Java,11.19
2022-03-02,Rust,0.51
2022-04-05,C,12.71
2022-04-05,C#,6.82
2022-04-05,Java,10.82
2022-04-05,Rust,0.44
2022-05-03,C,11.59
2022-05-03,C#,6.39
2022-05-03,Java,10.99
2022-05-03,Rust,0.39
2022-06-04,C,11.91
2022-06-04,C#,6.12
2022-06-04,Java,10.47
2022-06-04,Rust,0.52
2022-07-02,C,13.13
2022-07-02,C#,5.65
2022-07-02,Java,11.59
2022-07-02,Rust,0.42
2022-08-02,C,14.76
2022-08-02,C#,5.41
2022-08-02,Java,12.46
2022-08-02,Rust,0.57
2022-09-01,C,13.96
2022-09-01,C#,4.88
2022-09-01,Java,11.72
2022-09-01,Rust,0.51
2022-10-01,C,15.21
2022-10-01,C#,4.42
2022-10-01,Java,12.84
2022-10-01,Rust,0.7
2022-11-01,C,15.08
2022-11-01,C#,4.25
2022-11-01,Java,11.98
2022-11-01,Rust,0.75
2022-12-02,C,16.56
2022-12-02,C#,4.92
2022-12-02,Java,11.82
2022-12-02,Rust,0.68
2022-12-29,C,16.26
2022-12-29,C#,5.73
2022-12-29,Java,12.21
2022-12-29,Rust,0.61
2023-02-01,C,15.39
2023-02-01,C#,6.38
2023-02-01,Java,13.21
2023-02-01,Rust,0.7
2023-03-02,C,14.73
2023-03-02,C#,7.17
2023-03-02,Java,13.56
2023-03-02,Rust,0.73
2023-04-01,C,14.41
2023-04-01,C#,8.21
2023-04-01,Java,13.23
2023-04-01,Rust,0.63
2023-05-02,C,13.35
2023-05-02,C#,7.43
2023-05-02,Java,12.22
2023-05-02,Rust,0.82
2023-06-02,C,12.37
2023-06-02,C#,6.71
2023-06-02,Java,11.28
2023-06-02,Rust,0.91
2023-07-02,C,11.56
2023-07-02,C#,6.87
2023-07-02,Java,10.5
2023-07-02,Rust,0.89
2023-08-04,C,11.41
2023-08-04,C#,7.04
2023-08-04,Java,10.33
2023-08-04,Rust,0.89
2023-09-02,C,11.27
2023-09-02,C#,7.31
2023-09-02,Java,9.49
2023-09-02,Rust,0.97
2023-10-04,C,12.08
2023-10-04,C#,7.71
2023-10-04,Java,8.92
2023-10-04,Rust,0.91
2023-11-02,C,11.77
2023-11-02,C#,7.65
2023-11-02,Java,8.35
2023-11-02,Rust,0.91
2023-12-04,C,11.44
2023-12-04,C#,7.3
2023-12-04,Java,7.99
2023-12-04,Rust,0.8
2024-01-02,C,11.44
2024-01-02,C#,7.16
2024-01-02,Java,7.87
2024-01-02,Rust,0.79
2024-02-02,C,10.97
2024-02-02,C#,7.53
2024-02-02,Java,8.88
2024-02-02,Rust,1.05
2024-03-01,C,11.17
2024-03-01,C#,7.54
2024-03-01,Java,8.95
2024-03-01,Rust,1.03
2024-04-03,C,10.21
2024-04-03,C#,6.77
2024-04-03,Java,8.94
2024-04-03,Rust,1.03
2024-05-01,C,9.98
2024-05-01,C#,6.49
2024-05-01,Java,8.69
2024-05-01,Rust,0.93
2024-06-01,C,9.23
2024-06-01,C#,6.65
2024-06-01,Java,8.4
2024-06-01,Rust,1.17
2024-07-03,C,9.48
2024-07-03,C#,6.72
2024-07-03,Java,8.59
2024-07-03,Rust,1.18
2024-08-01,C,9.17
2024-08-01,C#,6.39
2024-08-01,Java,9.16
2024-08-01,Rust,1.28
2024-09-01,C,8.89
2024-09-01,C#,6.08
2024-09-01,Java,9.45
2024-09-01,Rust,1.32
2024-10-02,C,8.38
2024-10-02,C#,5.62
2024-10-02,Java,10.51
2024-10-02,Rust,1.45
2024-11-01,C,9.01
2024-11-01,C#,4.98
2024-11-01,Java,9.6
2024-11-01,Rust,1.17
2024-12-01,C,9.1
2024-12-01,C#,4.87
2024-12-01,Java,9.72
2024-12-01,Rust,1.29
2025-01-01,C,8.86
2025-01-01,C#,4.45
2025-01-01,Java,10.15
2025-01-01,Rust,1.16
2025-02-01,C,9.84
2025-02-01,C#,4.12
2025-02-01,Java,10.66
